Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YGR265W,Mat-a,25917,YGR265W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase",6 F_6
MATa-YGR267C,Mat-a,25919,YGR267C,S000003499,853183,FOL2,"GTP-cyclohydrolase I, catalyzes the first step in the folic acid biosynthetic pathway",NA,6 F_7
MATa-YGR277C,Mat-a,NA,YGR277C,NA,NA,YGR277C,NA,NA,6 F_8
MATa-YGR278W,Mat-a,25930,YGR278W,S000003510,853195,CWC22,Spliceosome-associated protein that is required for pre-mRNA splicing; necessary for Prp2p function at the first catalytic step of splicing; has similarity to S. pombe Cwf22p; CWC22 is an essential protein,NA,6 F_9
MATa-YGR280C,Mat-a,25932,YGR280C,S000003512,853197,PXR1,"Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain",NA,6 F_10
MATa-YHL015W,Mat-a,20948,YHL015W,S000001007,856371,RPS20,Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10,NA,6 F_11
MATa-YHR005C,Mat-a,NA,YHR005C,NA,NA,GPA1,NA,NA,6 F_12
MATa-YHR007C,Mat-a,26604,YHR007C,S000001049,856398,ERG11,"Lanosterol 14-alpha-demethylase; catalyzes the C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway; member of the cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p",NA,6 G_1
MATa-YHR036W,Mat-a,NA,YHR036W,NA,NA,YHR036W,NA,NA,6 G_5
MATa-YHR040W,Mat-a,21003,YHR040W,S000001082,856436,BCD1,Essential protein required for the accumulation of box C/D snoRNA,NA,6 G_6
MATa-YHR042W,Mat-a,21005,YHR042W,S000001084,856438,NCP1,NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p,NA,6 G_7
MATa-YHR058C,Mat-a,26612,YHR058C,S000001100,856455,MED6,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress,NA,6 G_8
MATa-YHR062C,Mat-a,21890,YHR062C,S000001104,856459,RPP1,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia",NA,6 G_9
MATa-YHR065C,Mat-a,21893,YHR065C,S000001107,856462,RRP3,"Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity",NA,6 G_10
MATa-YHR070W,Mat-a,21898,YHR070W,S000001112,856467,TRM5,"tRNA(m(1)G37)methyltransferase, methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; highly conserved across Archaea, Bacteria, and Eukarya",NA,6 H_1
MATa-YHR085W,Mat-a,21913,YHR085W,S000001127,856485,IPI1,Component of the Rix1 complex and possibly pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene,NA,6 H_4
MATa-YHR101C,Mat-a,21929,YHR101C,S000001143,856501,BIG1,"Integral membrane protein of the endoplasmic reticulum, required for normal content of cell wall beta-1,6-glucan",NA,6 H_6
MATa-YHR118C,Mat-a,21946,YHR118C,S000001160,856518,ORC6,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p",NA,6 H_8
MATa-YHR164C,Mat-a,22858,YHR164C,S000001207,856569,DNA2,"Tripartite DNA replication factor; has single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair and processing of meiotic DNA double strand breaks; required for normal life span; component of telomeric chromatin, with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress",NA,6 H_12
MATa-YHR166C,Mat-a,22860,YHR166C,S000001209,856571,CDC23,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",NA,7 A_1
MATa-YHR188C,Mat-a,22882,YHR188C,S000001231,856595,GPI16,Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Tp homolog,NA,7 A_4
MATa-YHR196W,Mat-a,22890,YHR196W,S000001239,856603,UTP9,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",NA,7 A_5
MATa-YHR197W,Mat-a,22891,YHR197W,S000001240,856604,RIX1,Component of the Rix1 complex and possibly pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene,NA,7 A_6
MATa-YIL003W,Mat-a,21395,YIL003W,S000001265,854814,CFD1,"Highly conserved, iron-sulfur cluster binding protein localized in the cytoplasm; forms a complex with Nbp35p that is involved in iron-sulfur protein assembly in the cytosol",NA,7 A_7
MATa-YIL019W,Mat-a,21412,YIL019W,S000001281,854793,FAF1,Protein required for pre-rRNA processing and 40S ribosomal subunit assembly,NA,7 A_8
MATa-YIL022W,Mat-a,21415,YIL022W,S000001284,854790,TIM44,Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); tethers the import motor and regulatory factors (PAM complex) to the translocation channel (Tim23p-Tim17p core complex),NA,7 A_9
MATa-YIL026C,Mat-a,21419,YIL026C,S000001288,854786,IRR1,Subunit of the cohesin complex; which is required for sister chromatid cohesion during mitosis and meiosis and interacts with centromeres and chromosome arms; relocalizes to the cytosol in response to hypoxia; essential for viability,NA,7 A_10
MATa-YIL031W,Mat-a,21424,YIL031W,S000001293,854780,ULP2,"Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins, plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate",NA,7 A_11
MATa-YIL061C,Mat-a,21454,YIL061C,S000001323,854749,SNP1,Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress,NA,7 B_2
MATa-YIL062C,Mat-a,21455,YIL062C,S000001324,854748,ARC15,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches; has mRNA binding activity",NA,7 B_3
MATa-YIL063C,Mat-a,21456,YIL063C,S000001325,854747,YRB2,"Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability",NA,7 B_4
MATa-YIL115C,Mat-a,22274,YIL115C,S000001377,854691,NUP159,"FG-nucleoporin component of central core of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)",NA,7 B_11
MATa-YIL129C,Mat-a,22288,YIL129C,S000001391,854677,TAO3,"Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p",NA,7 C_1
MATa-YIL171W,Mat-a,22330,YIL171W,S000001433,2827704,YIL171W,pseudo,NA,7 C_5
MATa-YIR006C,Mat-a,22342,YIR006C,S000001445,854822,PAN1,"Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p, associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates the Arp2/3 complex in vitro; previously thought to be a subunit of poly(A) ribonuclease",NA,7 C_6
MATa-YIR008C,Mat-a,22344,YIR008C,S000001447,854825,PRI1,"Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair",NA,7 C_7
MATa-YJL001W,Mat-a,26769,YJL001W,S000003538,853456,PRE3,"Beta 1 subunit of the 20S proteasome, responsible for cleavage after acidic residues in peptides",NA,7 C_11
MATa-YJL005W,Mat-a,26773,YJL005W,S000003542,853452,CYR1,"Adenylate cyclase, required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes, including metabolism, cell cycle, stress response, stationary phase, and sporulation",NA,7 D_1
MATa-YJL008C,Mat-a,26776,YJL008C,S000003545,853447,CCT8,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",NA,7 D_2
MATa-YJL009W,Mat-a,26777,YJL009W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps CCT8/YJL008C, a verified gene encoding a subunit of the cytosolic chaperonin Cct ring complex",7 D_3
MATa-YJL010C,Mat-a,NA,YJL010C,NA,NA,YJL010C,NA,NA,7 D_4
MATa-YJL011C,Mat-a,26779,YJL011C,S000003548,853442,RPC17,"RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia",NA,7 D_5
MATa-YJL015C,Mat-a,26783,YJL015C,NA,NA,NA,NA,"Dubious open reading frame unlikely to encode a functional protein; expression if heat-inducible; located in promoter region of essential CCT3 gene encoding a subunit of the cytosolic chaperonin Cct ring complex, overlaps ORF YJL016W",7 D_6
MATa-YJL018W,Mat-a,NA,YJL018W,NA,NA,NA,NA,NA,7 D_7
MATa-YJL025W,Mat-a,26793,YJL025W,S000003562,853428,RRN7,"Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p",NA,7 D_8
MATa-YJL026W,Mat-a,26794,YJL026W,S000003563,853427,RNR2,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication",NA,7 D_9
MATa-YJL031C,Mat-a,21391,YJL031C,S000003568,853421,BET4,Alpha subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p,NA,7 D_10
MATa-YJL032W,Mat-a,21390,YJL032W,NA,NA,NA,NA,Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential BET4 gene encoding the alpha subunit of Type II geranylgeranyltransferase,7 D_11
MATa-YJL033W,Mat-a,21389,YJL033W,S000003570,853419,HCA4,DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis,NA,7 D_12
MATa-YJL034W,Mat-a,21388,YJL034W,S000003571,853418,KAR2,"ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p",NA,7 E_1
MATa-YJL035C,Mat-a,21387,YJL035C,S000003572,853417,TAD2,"Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs",NA,7 E_2
MATa-YJL054W,Mat-a,21369,YJL054W,S000003590,853392,TIM54,Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane,NA,7 E_3
MATa-YJL061W,Mat-a,21362,YJL061W,S000003597,853385,NUP82,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia",NA,7 E_4
MATa-YJL072C,Mat-a,21351,YJL072C,S000003608,853373,PSF2,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",NA,7 E_6
MATa-YJL074C,Mat-a,21349,YJL074C,S000003610,853371,SMC3,"Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required, with Rec8p, for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member",NA,7 E_7
MATa-YJL081C,Mat-a,21342,YJL081C,S000003617,853364,ARP4,"Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes",NA,7 E_8
MATa-YJL085W,Mat-a,21337,YJL085W,S000003621,853359,EXO70,"Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner, targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress",NA,7 E_9
MATa-YJL087C,Mat-a,21336,YJL087C,S000003623,853358,TRL1,"tRNA ligase, required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase, polynucleotide kinase, and ligase activities; localized at the inner nuclear envelope and partially to polysomes",NA,7 E_11
MATa-YJL090C,Mat-a,21333,YJL090C,S000003626,853355,DPB11,DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress,NA,7 E_12
MATa-YJL091C,Mat-a,21332,YJL091C,S000003627,853354,GWT1,"Protein involved in the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) to form glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors",NA,7 F_1
MATa-YJL097W,Mat-a,NA,YJL097W,NA,NA,YJL097W,NA,NA,7 F_2
MATa-YJL109C,Mat-a,21314,YJL109C,S000003645,853335,UTP10,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance",NA,7 F_3
MATa-YJL125C,Mat-a,27100,YJL125C,S000003661,853317,GCD14,"Subunit of tRNA (1-methyladenosine) methyltransferase, with Gcd10p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",NA,7 F_5
MATa-YJL143W,Mat-a,21282,YJL143W,S000003679,853298,TIM17,"Essential subunit of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core TIM23 complex",NA,7 F_6
MATa-YJL167W,Mat-a,21258,YJL167W,S000003703,853272,ERG20,"Farnesyl pyrophosphate synthetase, has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis",NA,7 F_8
MATa-YJL194W,Mat-a,21230,YJL194W,S000003730,853244,CDC6,Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress,NA,7 F_11
MATa-YJL195C,Mat-a,21231,YJL195C,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6",7 F_12
MATa-YJL203W,Mat-a,21222,YJL203W,S000003739,853227,PRP21,"Subunit of the SF3a splicing factor complex, required for spliceosome assembly",NA,7 G_2
MATa-YJR007W,Mat-a,26804,YJR007W,S000003767,853463,SUI2,Alpha subunit of the translation initiation factor eIF2; eIF2 is involved in identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP; protein abundance increases in response to DNA replication stress,NA,7 G_5
MATa-YJR012C,Mat-a,NA,YJR012C,NA,NA,NA,NA,NA,7 G_6
MATa-YJR013W,Mat-a,NA,YJR013W,NA,NA,PMH1,NA,NA,7 G_7
MATa-YJR016C,Mat-a,26814,YJR016C,S000003777,853473,ILV3,"Dihydroxyacid dehydratase, catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids",NA,7 G_8
MATa-YJR017C,Mat-a,26815,YJR017C,S000003778,853475,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase); specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNAP II large subunit (Rpo21p) C-terminal domain (CTD); associates with phospho-Ser5 form of RNAP II in vivo; regulates phosphorylation of Ser7 within CTD; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription and trimethylation of histone H3,NA,7 G_9
MATa-YJR022W,Mat-a,27309,YJR022W,S000003783,853479,LSM8,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA",NA,7 G_10
MATa-YJR042W,Mat-a,26840,YJR042W,S000003803,853499,NUP85,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP85 aka NUP75",NA,7 H_1
MATa-YJR045C,Mat-a,26843,YJR045C,S000003806,853503,SSC1,"Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",NA,7 H_2
MATa-YJR046W,Mat-a,26844,YJR046W,S000003807,853504,TAH11,"DNA replication licensing factor, required for pre-replication complex assembly",NA,7 H_3
MATa-YJR057W,Mat-a,26855,YJR057W,S000003818,853520,CDC8,"Thymidylate and uridylate kinase, functions in de novo biosynthesis of pyrimidine deoxyribonucleotides; converts dTMP to dTDP and dUMP to dUTP; essential for mitotic and meiotic DNA replication; homologous to S. pombe Tmp1p",NA,7 H_4
MATa-YJR065C,Mat-a,26863,YJR065C,S000003826,853528,ARP3,"Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",NA,7 H_6
MATa-YJR067C,Mat-a,26891,YJR067C,S000003828,853530,YAE1,Protein that forms a complex with Lto1p and Rli1p; essential for growth under standard (aerobic) conditions but not under anaerobic conditions; may have a role in protection of ribosomal assembly and function from damage due to reactive oxygen species,NA,7 H_7
MATa-YJR068W,Mat-a,26892,YJR068W,S000003829,853531,RFC2,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",NA,7 H_8
MATa-YJR072C,Mat-a,22550,YJR072C,S000003833,853535,NPA3,Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress,NA,7 H_9
MATa-YJR076C,Mat-a,22554,YJR076C,S000003837,853539,CDC11,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells,NA,7 H_10
MATa-YJR093C,Mat-a,26904,YJR093C,S000003853,853555,FIP1,"Subunit of cleavage polyadenylation factor (CPF), interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p",NA,7 H_11
MATa-YJR141W,Mat-a,26935,YJR141W,S000003902,853606,YJR141W,Essential protein of unknown function,NA,8 A_1
MATa-YKL012W,Mat-a,24861,YKL012W,S000001495,853857,PRP40,"U1 snRNP protein involved in splicing, interacts with the branchpoint-binding protein during the formation of the second commitment complex",NA,8 A_3
MATa-YKL013C,Mat-a,24862,YKL013C,S000001496,853856,ARC19,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches",NA,8 A_4
MATa-YKL014C,Mat-a,24863,YKL014C,S000001497,853855,URB1,"Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit",NA,8 A_5
MATa-YKL019W,Mat-a,24868,YKL019W,S000001502,853849,RAM2,Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; essential protein required for membrane localization of Ras proteins and a-factor,NA,8 A_7
MATa-YKL021C,Mat-a,24870,YKL021C,S000001504,853847,MAK11,"Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats",NA,8 A_8
MATa-YKL022C,Mat-a,24871,YKL022C,S000001505,853846,CDC16,"Subunit of the anaphase-promoting complex/cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; required for sporulation; relocalizes to the cytosol in response to hypoxia",NA,8 A_9
MATa-YKL028W,Mat-a,24877,YKL028W,S000001511,853840,TFA1,"TFIIE large subunit, involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening",NA,8 A_11
MATa-YKL033W,Mat-a,NA,YKL033W,NA,NA,FMP47,NA,NA,8 A_12
MATa-YKL035W,Mat-a,24884,YKL035W,S000001518,853830,UGP1,"UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication",NA,8 B_1
MATa-YKL045W,Mat-a,24894,YKL045W,S000001528,853821,PRI2,"Subunit of DNA primase, which is required for DNA synthesis and double-strand break repair",NA,8 B_3
MATa-YKL052C,Mat-a,24901,YKL052C,S000001535,853814,ASK1,Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; protein abundance increases in response to DNA replication stress,NA,8 B_5
MATa-YKL060C,Mat-a,24909,YKL060C,S000001543,853805,FBA1,"Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress",NA,8 B_6
MATa-YKL078W,Mat-a,24927,YKL078W,S000001561,853784,DHR2,"Predominantly nucleolar DEAH-box ATP-dependent RNA helicase, required for 18S rRNA synthesis",NA,8 B_7
MATa-YKL082C,Mat-a,26944,YKL082C,S000001565,853780,RRP14,"Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family",NA,8 B_8
MATa-YKL083W,Mat-a,24932,YKL083W,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene RRP14",8 B_9
MATa-YKL088W,Mat-a,NA,YKL088W,NA,NA,YKL088W,NA,NA,8 B_10
MATa-YKL095W,Mat-a,24944,YKL095W,S000001578,853767,YJU2,"Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""""nineteen complex"""") and acts after Prp2p to promote the first catalytic reaction of splicing",NA,8 B_12
MATa-YKL108W,Mat-a,24958,YKL108W,S000001591,853752,SLD2,"Single-stranded DNA origin-binding and annealing protein; required for the initiation of DNA replication; phosphorylated in S phase by cyclin-dependent kinases (Cdks), promoting origin binding, DNA replication and Dpb11p complex formation; component of the preloading complex; unphosphorylated or CDK-phosphorylated Sld2p binds to the MCM2-7 complex;required for the S phase checkpoint; relative distribution to the nucleus increases upon DNA replication stress",NA,8 C_3
MATa-YKL122C,Mat-a,24972,YKL122C,S000001605,853737,SRP21,"Subunit of the signal recognition particle (SRP), which functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm",NA,8 C_6
MATa-YKL141W,Mat-a,24991,YKL141W,S000001624,853716,SDH3,"Subunit of succinate dehydrogenase and of TIM22 translocase; functions as \ cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication",NA,8 C_7
MATa-YKL144C,Mat-a,24994,YKL144C,S000001627,853713,RPC25,"RNA polymerase III subunit C25, required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p",NA,8 C_8
MATa-YKL145W,Mat-a,24995,YKL145W,S000001628,853712,RPT1,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance,NA,8 C_9
MATa-YKL154W,Mat-a,25004,YKL154W,S000001637,853702,SRP102,"Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane",NA,8 C_12
MATa-YKL180W,Mat-a,25030,YKL180W,S000001663,853674,RPL17A,"Ribosomal 60S subunit protein L17A; copurifies with the Dam1 complex (aka DASH complex); homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17A has a paralog, RPL17B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",NA,8 D_1
MATa-YKL182W,Mat-a,25032,YKL182W,S000001665,853653,FAS1,"Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities",NA,8 D_2
MATa-YKL186C,Mat-a,25036,YKL186C,S000001669,853649,MTR2,"mRNA transport regulator, essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA",NA,8 D_3
MATa-YKL189W,Mat-a,25039,YKL189W,S000001672,853646,HYM1,"Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response",NA,8 D_4
